user_id,round_idx,song_id,track_name,rating
U0001,33,1eT2CjXwFXNx6oY5ydvzKU,Hey Jude,3
U0001,34,3ebXMykcMXOcLeJ9xZ17XH,Scared to Be Lonely,4
U0001,35,3GVkPk8mqxz0itaAriG1L7,Everybody Dies In Their Nightmares,2
U0001,36,5PRRthP9SLfbXB359MfIWv,I Will Wait,3
U0001,37,4BP3uh0hFLFRb5cjsgLqDh,Fortunate Son,3
U0002,1,380HmhwTE2NJgawn1NwkXi,Rojo,5
U0002,2,40YcuQysJ0KlGQTeGUosTC,"Me, Myself & I",3
U0002,3,1r299qCKBLgUS9XJ9m1kEx,Moves Like Jagger,5
U0002,4,7lQ8MOhq6IN2w8EYcFNSUk,Without Me,1
U0002,5,4ZtFanR9U6ndgddUvNcjcG,good 4 u,3
U0002,6,60nZcImufyMA1MKQY3dcCH,"Happy - From ""Despicable Me 2""",5
U0002,7,3Zwu2K0Qa5sT6teCCHPShP,Thnks fr th Mmrs,3
U0002,8,3hRV0jL3vUpRrcy398teAU,The Night We Met,5
U0002,9,0T5iIrXA4p5GsubkhuBIKV,Until I Found You,5
U0002,10,1rfofaqEpACxVEHIZBJe6W,Havana (feat. Young Thug),5
U0002,11,5fEB6ZmVkg63GZg9qO86jh,Break from Toronto,3
U0002,12,2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,3
U0002,13,41oY4WCTj5kccfesTVFnvN,Tarot,3
U0002,14,7wBJfHzpfI3032CSD7CE2m,STARGAZING,3
U0002,15,3M214U0mwSm041GsQR3nrO,Toxic,5
U0002,16,14AyWf6y7KlWWLfAjdKMKI,Ophelia,5
U0002,17,7jr3iPu4O4bTCVwLMbdU2i,Kiss and Make Up,5
U0002,18,0RLLvYBopDwooCyvnTwgYu,F.N,3
U0002,19,5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,5
U0002,20,2Bs4jQEGMycglOfWPBqrVG,Steal My Girl,5
U0002,21,4nK5YrxbMGZstTLbvj6Gxw,Supalonely,3
U0002,22,6epn3r7S14KUqlReYr77hA,Baby,4
U0002,23,5CQ30WqJwcep0pYcV4AMNc,Stairway to Heaven - Remaster,3
U0002,24,3Ol2xnObFdKV9pmRD2t9x8,Look Back at It,3
U0002,25,1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,5
U0002,26,35wvL50xvKpCHEJPxLOLPI,Si Estuviésemos Juntos,3
U0002,27,5JVbvCHX10U2pLa5DEqGav,Safe and Sound,5
U0002,28,21jGcNKet2qwijlDFuPiPb,Circles,5
U0002,29,4Dvkj6JhhA12EX05fT7y2e,As It Was,5
U0002,30,18AJRdgUoO9EYn11N7xzaT,Habits (Stay High),5
U0002,31,5itOtNx0WxtJmi1TQ3RuRd,Giant (with Rag'n'Bone Man),5
U0002,32,0AUyNF6iFxMNQsNx2nhtrw,Blood // Water,5
U0002,33,3cNjgVBKTJ1SvKhunrCdVy,Please Don't Go,5
U0002,34,4S4QJfBGGrC8jRIjJHf1Ka,Pain,5
U0002,35,5Y6nVaayzitvsD5F7nr3DV,West Coast,5
U0002,36,6mcCraLFnKWPHboTQ4t4F3,Kryptonite,3
U0002,37,5QO79kh1waicV47BqGRL3g,Save Your Tears,3
U0003,1,0l0CvurVUrr2w3Jj1hOVFc,NO,5
U0003,2,5NvOZCjZaGGGL597exlQWv,Line Without a Hook,4
U0003,3,2DlHlPMa4M17kufBvI2lEN,Chop Suey!,3
U0003,4,6hf0RpxTbOprT5nnwzkk8e,Qué Más Pues?,4
U0003,5,7yNf9YjeO5JXUE3JEBgnYc,Babydoll,5
U0003,6,20R4HfKloPKgXDqU7UKk3x,Therefore I Am,5
U0003,7,1mKXFLRA179hdOWQBwUk9e,Just Give Me a Reason (feat. Nate Ruess),4
U0003,8,5JVbvCHX10U2pLa5DEqGav,Safe and Sound,4
U0003,9,1cS0TgbR263ey9jn0MwD2s,River (feat. Ed Sheeran),3
U0003,10,1v1oIWf2Xgh54kIWuKsDf6,Runaway,5
U0003,11,1oew3nFNY3vMacJAsvry0S,Me And My Broken Heart,4
U0003,12,2G1tXoGBaEMJ7FKGnkf6ud,Wake Up in the Sky,3
U0003,13,2X6b7zLdIxCejd6GqVcQ9M,3005,2
U0003,14,7k4t7uLgtOxPwTpFmtJNTY,Tusa,3
U0003,15,7npLlaPu9Mfno8hjk5OagD,Girls Like You,3
U0003,16,1tg0hS3Vw3HpKYD6FIGgDn,The Nights,3
U0003,17,0AUyNF6iFxMNQsNx2nhtrw,Blood // Water,4
U0003,18,3iVcZ5G6tvkXZkZKlMpIUs,Alright,2
U0003,19,2Bhmj4XK33InfhqKPxcJ1v,Dile al Amor,3
U0003,20,71iAechwVKGu26pahzFL0k,Cuando Nadie Ve,5
U0003,21,1000nHvUdawXuUHgBod4Wv,Panini,5
U0003,22,7rbECVPkY5UODxoOUVKZnA,I Wonder,1
U0003,23,1iRvhKiXRElIH2Uf4gd95P,Dueles,4
U0003,24,4JGKZS7h4Qa16gOU3oNETV,Dreams,2
U0003,25,3afkJSKX0EAMsJXTZnDXXJ,Strawberries & Cigarettes,5
U0003,26,22VdIZQfgXJea34mQxlt81,Can't Feel My Face,4
U0003,27,3LlmKSHR3Rs0Y3KHQLAYDk,Alone,5
U0003,28,3jjujdWJ72nww5eGnfs2E7,Adore You,5
U0003,29,5cF0dROlMOK5uNZtivgu50,Attention,5
U0003,30,0mEdbdeRFQwBhN4xfyIeUM,Can't Tell Me Nothing,2
U0003,31,0iDdlJRRvcINDb9NIACQsU,Wasted,2
U0003,32,4EWCNWgDS8707fNSZ1oaA5,Heartless,3
U0003,33,1u8c2t2Cy7UBoG4ArRcF5g,Blank Space,4
U0003,34,1louJpMmzEicAn7lzDalPW,No Promises (feat. Demi Lovato),4
U0003,35,1dGr1c8CrMLDpV6mPbImSI,Lover,5
U0003,36,5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,4
U0003,37,2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,2
U0003,38,1R0hxCA5R7z5TiaXBZR7Mf,SOLO,4
U0003,39,1e1JKLEDKP7hEQzJfNAgPl,Magnolia,3
U0004,1,6ECp64rv50XVz93WvxXMGF,This Love,5
U0004,2,2gam98EZKrF9XuOkU13ApN,Promiscuous,5
U0004,3,4yugZvBYaoREkJKtbG08Qr,Take It Easy - 2013 Remaster,2
U0004,4,0DuWDLjriRPjDRoPgaCslY,Love In The Dark,5
U0004,5,1ni8ZTAY1GHXEFOGHl7fdg,bellyache,3
U0004,6,0AS63m1wHv9n4VVRizK6Hc,Mercy,4
U0004,7,7Lf7oSEVdzZqTA0kEDSlS5,Cry Me a River,4
U0004,8,1DFD5Fotzgn6yYXkYsKiGs,Piece Of Your Heart,3
U0004,9,4LJhJ6DQS7NwE7UKtvcM52,What's My Age Again?,1
U0004,10,2uIX8YMNjGMD7441kqyyNU,ocean eyes,5
U0004,11,5mCPDVBb16L4XQwDdbRUpz,Passionfruit,1
U0004,12,09mEdoA6zrmBPgTEN5qXmN,Call Out My Name,4
U0004,13,0jWgAnTrNZmOGmqgvHhZEm,What's Up?,2
U0004,14,3vkQ5DAB1qQMYO4Mr9zJN6,Gimme! Gimme! Gimme! (A Man After Midnight),2
U0004,15,2FY7b99s15jUprqC0M5NCT,Natural,4
U0004,16,2XHzzp1j4IfTNp1FTn7YFg,Love Me,2
U0004,17,1zi7xx7UVEFkmKfv06H8x0,One Dance,5
U0004,18,6GG73Jik4jUlQCkKg9JuGO,The Middle,4
U0004,19,0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,5
U0004,20,0JXXNGljqupsJaZsgSbMZV,Sure Thing,5
U0004,21,4Dvkj6JhhA12EX05fT7y2e,As It Was,3
U0004,22,0WiyWiJDkNCyGNqkv7NByy,Chasin' You,4
U0004,23,66TRwr5uJwPt15mfFkzhbi,Crank That (Soulja Boy),5
U0004,24,3J8EOeKLTLXORtWPpOU5bE,Calling My Phone,1
U0004,25,3BJe4B8zGnqEdQPMvfVjuS,Summertime Sadness,5
U0004,26,40a82F3K2UTbeoLlXXXZBd,"Lo Que Pasó, Pasó",5
U0004,27,6hf0RpxTbOprT5nnwzkk8e,Qué Más Pues?,2
U0004,28,4JHg4nNYUJQ5HULcCmI18R,What You Know,5
U0004,29,2BJSMvOGABRxokHKB0OI8i,Shoota (feat. Lil Uzi Vert),1
U0004,30,4JehYebiI9JE8sR8MisGVb,Halo,5
U0004,31,0NkkbKSzQ50mAoSUbQpgLw,Me and Your Mama,1
U0004,32,7zwn1eykZtZ5LODrf7c0tS,You Get Me So High,4
U0004,33,2DgdHcjWmO3qd50RzuBLgZ,House of Memories,5
U0004,34,3lGMtkONrZdJ8kTCg6KIFf,Hasta la Raíz,5
U0004,35,1tg0hS3Vw3HpKYD6FIGgDn,The Nights,1
U0004,36,2RsAajgo0g7bMCHxwH3Sk0,Come As You Are,2
U0004,37,00Mb3DuaIH1kjrwOku9CGU,Sk8er Boi,4
U0004,38,4R2kfaDFhslZEMJqAFNpdd,cardigan,3
U0004,39,3f7gYMirBEKuc57218BjOY,California Gurls,5
U0005,1,4skuEIloXWuxxgekKupkEH,Tu Falta De Querer,4
U0005,2,5JVbvCHX10U2pLa5DEqGav,Safe and Sound,5
U0005,3,2AP7m2dBb8ULTx4Gc1rdMc,Juicy,5
U0005,4,7nnWIPM5hwE3DaUBkvOIpy,Drive,5
U0005,5,5ZSl6gDoV6bPPxzmLeneV9,Rise,3
U0005,6,7vggqxNKwd6xdRoYS0pQtM,Three Little Birds,5
U0005,7,1TQXIltqoZ5XXyfCbAeSQQ,Dancing With Your Ghost,3
U0005,8,0sTlGEld0h8kIPZaKDYUf4,Notion,4
U0005,9,3B5UbSndRz907IZhhmUfLi,Count on Me,5
U0005,10,03tqyYWC9Um2ZqU0ZN849H,No Hands (feat. Roscoe Dash & Wale),3
U0005,11,7nKBxz47S9SD79N086fuhn,SUBEME LA RADIO,4
U0005,12,7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),2
U0005,13,0TvQLMecTE8utzoNmvXRbK,Bad Blood,4
U0005,14,4Of7rzpRpV1mWRbhp5rAqG,Bruises,4
U0005,15,54KFQB6N4pn926IUUYZGzK,To Build A Home,5
U0005,16,0OMRAvrtLWE2TvcXorRiB9,La Gozadera (feat. Marc Anthony),4
U0005,17,3rKYiySCDMUKTw5kGVVhaa,Marvin Gaye (feat. Meghan Trainor),4
U0005,18,6cmm1LMvZdB5zsCwX5BjqE,Down,5
U0005,19,08mG3Y1vljYA6bvDt4Wqkj,Back In Black,3
U0005,20,2SAqBLGA283SUiwJ3xOUVI,Laugh Now Cry Later (feat. Lil Durk),1
U0005,21,2nGFzvICaeEWjIrBrL2RAx,Put Your Records On,5
U0005,22,5QDLhrAOJJdNAmCTJ8xMyW,Dynamite,3
U0005,23,2uIX8YMNjGMD7441kqyyNU,ocean eyes,4
U0005,24,4QtiVmuA88tPQiCOHZuQ5b,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",4
U0005,25,0iGckQFyv6svOfAbAY9aWJ,Hot N Cold,5
U0005,26,4lhqb6JvbHId48OUJGwymk,Hey Brother,5
U0005,27,5W8YXBz9MTIDyrpYaCg2Ky,Last Resort,2
U0005,28,35PKfoynRpVFoAUE3D5Kc6,Work Song,4
U0005,29,1RKUoGiLEbcXN4GY4spQDx,Clint Eastwood,3
U0005,30,2cX2coZS1PYBfPs8wgbdWE,More Than A Woman,3
U0005,31,3FtYbEfBqAlGO46NUDQSAt,Electric Feel,5
U0005,32,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,5
U0005,33,1Jaah2tmN9Hv81A87KZ1MU,Torn,5
U0005,34,4cktbXiXOapiLBMprHFErI,Memories,3
U0005,35,7FCfMXYTIiQ9b4hDYs4Iol,Be the One,4
U0005,36,5oO3drDxtziYU2H1X23ZIp,Love On The Brain,2
U0005,37,1dzQoRqT5ucxXVaAhTcT0J,Just Dance,5
U0005,38,5txoZyuAmtCfmDjUCEphWm,Somebody To Love,5
U0005,39,3gjHnylel3PTRpjS44ocqr,Zombie - 2025 Remastered,4
U0005,40,3iVcZ5G6tvkXZkZKlMpIUs,Alright,2
U0005,41,6b2RcmUt1g9N9mQ3CbjX2Y,How Do You Sleep?,3
U0006,1,0DuWDLjriRPjDRoPgaCslY,Love In The Dark,5
U0006,2,09mEdoA6zrmBPgTEN5qXmN,Call Out My Name,4
U0006,3,2rbDhOo9Fh61Bbu23T2qCk,Always Remember Us This Way,4
U0006,4,0FB5ILDICqwK6xj7W1RP9u,Hall of Fame,4
U0006,5,18C2ThadMI2M476zx00PFi,Ella y Yo (feat. Don Omar),2
U0006,6,2grjqo0Frpf2okIBiifQKs,September,1
U0006,7,4Q3N4Ct4zCuIHuZ65E3BD4,Tunnel Vision,2
U0006,8,5TxRUOsGeWeRl3xOML59Ai,ARE WE STILL FRIENDS?,2
U0006,9,4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,5
U0006,10,7cgu4JBW3hq1GwTM1ilkKQ,Talking Body,3
U0006,11,47EiUVwUp4C9fGccaPuUCS,DÁKITI,1
U0006,12,6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,3
U0006,13,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,2
U0006,14,0t3ZvGKlmYmVsDzBJAXK8C,Goodbyes (feat. Young Thug),2
U0006,15,0q6LuUqGLUiCPP1cbdwFs3,On Melancholy Hill,4
U0006,16,5fwSHlTEWpluwOM0Sxnh5k,Pepas,2
U0006,17,2enPRFda84VE2wtI8c86Uf,Always Forever,5
U0006,18,68QcquxCS39cQGTsRrJWIR,Amorfoda,2
U0006,19,1KSqYYJFyfTecXFk9M0prc,Escápate Conmigo (feat. Ozuna),4
U0006,20,1z6WtY7X4HQJvzxC4UgkSf,Love On Top,4
U0006,21,3DarAbFujv6eYNliUTyqtz,Kiss Me More (feat. SZA),1
U0006,22,35PKfoynRpVFoAUE3D5Kc6,Work Song,4
U0006,23,3CA9pLiwRIGtUBiMjbZmRw,Nice For What,1
U0006,24,0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,5
U0006,25,5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),3
U0006,26,0YammaEkYSeo9vQYZ1OwS6,Say My Name,4
U0006,27,1lCRw5FEZ1gPDNPzy1K4zW,We Are The Champions - Remastered 2011,1
U0006,28,7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,2
U0006,29,0oPdaY4dXtc3ZsaG17V972,Feliz Navidad,2
U0006,30,2DRMuw0U0QbkVQxWxdJV3M,Water Under the Bridge,5
U0006,31,3fqwjXwUGN6vbzIwvyFMhx,Tennessee Whiskey,4
U0006,32,5NyS3oxTlos3Agl2YtZwrC,RITMO (Bad Boys For Life),1
U0006,33,69BIczdH6QMnFx7dsSssN8,DDU-DU DDU-DU,3
U0006,34,4I2ENHg65RuKifEHdD0kMu,Alors On Danse,4
U0006,35,7zZV0st7iiQSz5Rlarl77U,Fireflies,3
U0006,36,2X6b7zLdIxCejd6GqVcQ9M,3005,3
U0006,37,68vgtRHr7iZHpzGpon6Jlo,My Boo,3
U0006,38,6TfBA04WJ3X1d1wXhaCFVT,"You're Gonna Go Far, Kid",2
U0006,39,5yY9lUy8nbvjM1Uyo1Uqoc,Life Is Good (feat. Drake),2
U0006,40,04aAxqtGp5pv12UXAg4pkq,Centuries,5
U0006,41,4sNG6zQBmtq7M8aeeKJRMQ,Brazil,4
U0006,42,3ZZq9396zv8pcn5GYVhxUi,Down Under,1
U0006,43,1aXV8GrmQLvgoFtBPERP7E,Jealous,3
U0007,1,4PhsKqMdgMEUSstTDAmMpg,Often,2
U0007,2,3oDkdAySo1VQQG0ptV7uwa,Lean Wit Me,3
U0007,3,5n2XTRsYFlZwNBp06KAjDX,Madura,5
U0007,4,4n7jnSxVLd8QioibtTDBDq,On My Way,2
U0007,5,3NfxSdJnVdon1axzloJgba,I Say a Little Prayer,1
U0007,6,4aVuWgvD0X63hcOCnZtNFA,Hold the Line,1
U0007,7,7vGuf3Y35N4wmASOKLUVVU,Silence,5
U0007,8,70smu7ojvXHycIMfw8BSBc,On Top Of The World,3
U0007,9,3eR23VReFzcdmS7TYCrhCe,It Ain't Me (with Selena Gomez),5
U0007,10,0AS63m1wHv9n4VVRizK6Hc,Mercy,5
U0007,11,5JVbvCHX10U2pLa5DEqGav,Safe and Sound,4
U0007,12,0mUyMawtxj1CJ76kn9gIZK,Bad Day,1
U0007,13,5WoaF1B5XIEnWfmb5NZikf,Sky Walker (feat. Travis Scott),3
U0007,14,2DlHlPMa4M17kufBvI2lEN,Chop Suey!,2
U0007,15,0Be7sopyKMv8Y8npsUkax2,Tacones Rojos,4
U0007,16,2t8yVaLvJ0RenpXUIAC52d,a lot,3
U0007,17,2xGjfbXZnI8uQDhukoQURQ,K.,5
U0007,18,1v6svH1Fyx9C1nIt1mA2DT,All I Want,4
U0007,19,6Zr8jqdDNrwhZ3knkDLYfA,It's Beginning to Look a Lot Like Christmas,3
U0007,20,09IStsImFySgyp0pIQdqAc,The Middle,5
U0007,21,31qCy5ZaophVA81wtlwLc4,Anyone,4
U0007,22,3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,5
U0007,23,34ceTg8ChN5HjrqiIYCn9Q,Miss Independent,2
U0007,24,5RqR4ZCCKJDcBLIn4sih9l,Party Girl,1
U0007,25,5bgwqaRSS3M8WHWruHgSL5,8TEEN,5
U0007,26,3uqinR4FCjLv28bkrTdNX5,A Milli,1
U0007,27,3B5UbSndRz907IZhhmUfLi,Count on Me,2
U0007,28,3jLk18JaCL9sFo9xSDup4A,changes,4
U0007,29,6RX5iL93VZ5fKmyvNXvF1r,Irreplaceable,1
U0007,30,1RouRzlg8OKFeqc6LvdxmB,Felices los 4,5
U0007,31,6VObnIkLVruX4UVyxWhlqm,Skyfall,5
U0007,32,2iUmqdfGZcHIhS3b9E9EWq,Everybody Talks,1
U0007,33,514rhnksEwHUh6LxXsQ4Y9,Back To You,5
U0007,34,4waqcUQWdj0yH26STWl2Rq,Rosas,2
U0007,35,1TLwVV7m4TFZJrsG9qGVXh,Infinity,3
U0007,36,7iDa6hUg2VgEL1o1HjmfBn,Meant to Be (feat. Florida Georgia Line),5
U0007,37,07MDkzWARZaLEdKxo6yArG,Meet Me At Our Spot,2
U0007,38,79Dl8iYn0PFQG2wqDxPlQU,Escape (The Pina Colada Song),1
U0007,39,1RKUoGiLEbcXN4GY4spQDx,Clint Eastwood,1
U0007,40,4JehYebiI9JE8sR8MisGVb,Halo,1
U0008,1,4ZxOuNHhpyOj4gv52MtQpT,As If It's Your Last,5
U0008,2,4vUmTMuQqjdnvlZmAH61Qk,South of the Border (feat. Camila Cabello & Cardi B),5
U0008,3,7ghKr0pCYyPPyp7t1FH8k4,Les,1
U0008,4,7vGuf3Y35N4wmASOKLUVVU,Silence,5
U0008,5,3cNjgVBKTJ1SvKhunrCdVy,Please Don't Go,5
U0008,6,7mDTvYD2ieE4Q28XFziMfJ,Cry,5
U0008,7,1NhPKVLsHhFUHIOZ32QnS2,Secrets,3
U0008,8,0NlGoUyOJSuSHmngoibVAs,All I Want,5
U0008,9,3fqwjXwUGN6vbzIwvyFMhx,Tennessee Whiskey,5
U0008,10,3CeCwYWvdfXbZLXFhBrbnf,Love Story (Taylor’s Version),5
U0008,11,2LKOHdMsL0K9KwcPRlJK2v,After Dark,5
U0008,12,7J1uxwnxfQLu4APicE5Rnj,Billie Jean,3
U0008,13,5adqS3stLaSPAEOszOnpXG,DUELE EL CORAZON,4
U0008,14,0ug5NqcwcFR2xrfTkc7k8e,Style,5
U0008,15,5rgrBsAFYMun6yhtnLKRPz,Right My Wrongs,5
U0008,16,0TvQLMecTE8utzoNmvXRbK,Bad Blood,5
U0008,17,4OSBTYWVwsQhGLF9NHvIbR,Rolling in the Deep,4
U0008,18,1Cj2vqUwlJVG27gJrun92y,The Sound of Silence,5
U0008,19,6I86RF3odBlcuZA9Vfjzeq,Eres Mía,5
U0008,20,5nCthAh3jt4xKuLJAifAaR,Harleys In Hawaii,5
U0008,21,4pvb0WLRcMtbPGmtejJJ6y,exile (feat. Bon Iver),5
U0008,22,1tkMs9wDPknQ3ZHcKDw1ES,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),3
U0008,23,5ygDXis42ncn6kYG14lEVG,Baby Shark,5
U0008,24,3uUuGVFu1V7jTQL60S1r8z,Where Are You Now,4
U0008,25,3JjnGLK8IxkNLvo8Lb3KOM,18,5
U0008,26,5O4erNlJ74PIF6kGol1ZrC,Could You Be Loved,3
U0008,27,6TfBA04WJ3X1d1wXhaCFVT,"You're Gonna Go Far, Kid",1
U0008,28,2t8yVaLvJ0RenpXUIAC52d,a lot,3
U0008,29,7MI6xbMPjA11AcdGPDHKSw,UN PESO,3
U0008,30,4evmHXcjt3bTUHD1cvny97,Beautiful People (feat. Khalid),5
U0008,31,3hwuHzRicnu6Ji9i1JLzor,Paranoid,5
U0008,32,1zi7xx7UVEFkmKfv06H8x0,One Dance,5
U0008,33,7npLlaPu9Mfno8hjk5OagD,Girls Like You,2
U0008,34,1bhUWB0zJMIKr9yVPrkEuI,Perfect Duet (Ed Sheeran & Beyoncé),5
U0008,35,3fVnlF4pGqWI9flVENcT28,Wildest Dreams,5
U0008,36,6zeeWid2sgw4lap2jV61PZ,Better,5
U0008,37,7cVvHoAgs9KxXP3m5B89c6,Échame La Culpa,4
U0008,38,6gBFPUFcJLzWGx4lenP6h2,goosebumps,3
U0008,39,3l9CW99AHtExIRV4hW2N5m,Misery Business,3
U0008,40,61uyGDPJ06MkxJtHgPmuyO,Company,5
U0008,41,1xK1Gg9SxG8fy2Ya373oqb,Bandido,5
U0008,42,2beS6dD5rovBxSA1zYoSHR,No Me Conoce - Remix,5
U0008,43,5NvOZCjZaGGGL597exlQWv,Line Without a Hook,5
U0008,44,2nGFzvICaeEWjIrBrL2RAx,Put Your Records On,3
U0009,1,5ry2OE6R2zPQFDO85XkgRb,Money In The Grave (Drake ft. Rick Ross),2
U0009,2,2LKOHdMsL0K9KwcPRlJK2v,After Dark,5
U0009,3,0BCPKOYdS2jbQ8iyB56Zns,Clocks,5
U0009,4,0azC730Exh71aQlOt9Zj3y,This Is What You Came For,5
U0009,5,6wOYnPq1hPihRepcDClPUw,Meet Me Halfway,5
U0009,6,41Ee1u8ignxtICyaPI5OqO,Dior - Bonus,1
U0009,7,2aI21FnmY7TJVKeMaoQZ0t,Say It Right,5
U0009,8,1jF7IL57ayN4Ity3jQqGu0,Try,5
U0009,9,152lZdxL1OR0ZMW6KquMif,Location,4
U0009,10,57TEkZN3f84tFJFHFrD4pO,Whiskey Glasses,4
U0009,11,0WoFs3EdGOx58yX5BtXvOa,Your Love,3
U0009,12,3gE4eQH3K83Sght0ZLvuBK,MIA,4
U0009,13,2lnzGkdtDj5mtlcOW2yRtG,"Whenever, Wherever",4
U0009,14,5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,5
U0009,15,4KW1lqgSr8TKrvBII0Brf8,Father Stretch My Hands Pt. 1,2
U0009,16,6KBYefIoo7KydImq1uUQlL,Bodak Yellow,2
U0009,17,3QwBODjSEzelZyVjxPOHdq,Otra Vez (feat. J Balvin),5
U0009,18,5nCthAh3jt4xKuLJAifAaR,Harleys In Hawaii,4
U0009,19,5adqS3stLaSPAEOszOnpXG,DUELE EL CORAZON,3
U0009,20,3rPtS4nfpy7PsARctAWpzd,Best Friend,2
U0009,21,3XF5xLJHOQQRbWya6hBp7d,you should see me in a crown,4
U0009,22,5WHTFyqSii0lmT9R21abT8,Don't Call Me Up,3
U0009,23,3QGsuHI8jO1Rx4JWLUh9jd,Treat You Better,4
U0009,24,0ZUo4YjG4saFnEJhdWp9Bt,Before He Cheats,5
U0009,25,1XpYodsD36XN7ygcdF7mJJ,The A Team,5
U0009,26,7vggqxNKwd6xdRoYS0pQtM,Three Little Birds,4
U0009,27,6cmm1LMvZdB5zsCwX5BjqE,Down,5
U0009,28,3zU9rdflI65tK4dkkNSp77,Heroes (we could be),4
U0009,29,5qEn8c0MBzyRKgQq91Vevi,Out of My League,5
U0009,30,4pAl7FkDMNBsjykPXo91B3,Needed Me,2
U0009,31,6bK9BH9Ts8Gj5JFvnQkzak,Get Busy,3
U0009,32,3xKsf9qdS1CyvXSMEid6g8,Pink + White,5
U0009,33,35wvL50xvKpCHEJPxLOLPI,Si Estuviésemos Juntos,2
U0009,34,7FwBtcecmlpc1sLySPXeGE,Dancing In the Dark,3
U0009,35,6SRWhUJcD2YKahCwHavz3X,Darkside,4
U0009,36,3cNjgVBKTJ1SvKhunrCdVy,Please Don't Go,4
U0009,37,6oJ6le65B3SEqPwMRNXWjY,Higher Love,4
U0009,38,7lGKEWMXVWWTt3X71Bv44I,Unsteady,4
U0009,39,3e7sxremeOE3wTySiOhGiP,Dusk Till Dawn (feat. Sia) - Radio Edit,4
U0009,40,3di5hcvxxciiqwMH1jarhY,Set Fire to the Rain,5
U0009,41,04sN26COy28wTXYj3dMoiZ,Bored,5
U0009,42,18C2ThadMI2M476zx00PFi,Ella y Yo (feat. Don Omar),4
U0009,43,7BKLCZ1jbUBVqRi2FVlTVw,Closer,5
